name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Component Printer","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T3","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 3)","ops-tier-3","component-printer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/component-printer.png"
"Ore Purifier","utility","","Air system — ventilation / filtration.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","Mineable deposit — drops raw resources when mined.","Field-Ops Line (Tier 3)","ops-tier-3","ore-purifier","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/ore-purifier.png"
"Conveyor Junction","logistics","","Logistics — moves resources along rails / belts.","Field-Ops","T3","buildable logistics","Built from plates / beams via the build menu.","—","Logistics — hauls mined ore from the dig site.","Field-Ops Line (Tier 3)","ops-tier-3","conveyor-junction","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/conveyor-junction.png"
"Calibration Rig","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T3","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 3)","ops-tier-3","calibration-rig","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/calibration-rig.png"
"Nano Medkit","consumable","","Consumable — restores health.","Field-Ops","T3","craftable consumable","Crafted at a Med Station from medical components.","Single-use — consumed on use.","—","Field-Ops Line (Tier 3)","ops-tier-3","nano-medkit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/nano-medkit.png"
"Auto-Reviver","beacon","","Revive beacon — respawns a downed ally.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","auto-reviver","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/auto-reviver.png"
"EMP Grenade","throwable","","Throwable — disables electronics / shields.","Field-Ops","T3","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Field-Ops Line (Tier 3)","ops-tier-3","emp-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/emp-grenade.png"
"Seismic Mine","trap","","Placed trap — detonates on trigger.","Field-Ops","T3","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 3)","ops-tier-3","seismic-mine","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/seismic-mine.png"
"Emergency Flare","utility","","Signal flare — marks a location.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","emergency-flare","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/emergency-flare.png"
"Rocket Boots","wearable","feet","Footwear — movement buff.","Field-Ops","T3","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","rocket-boots","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/rocket-boots.png"
"Magnetic Hook","utility","","Traversal — grapple / winch to reach heights.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","magnetic-hook","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/magnetic-hook.png"
"Vision Enhancer","utility","head","Vision buff — enhanced detection / targeting.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","vision-enhancer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/vision-enhancer.png"
"Vibration Dampers","utility","","Dampening — cuts recoil / sound for stealth.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","vibration-dampers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/vibration-dampers.png"
"Shock Gauntlets","wearable","hand","Hand wearable — handling / melee buff.","Field-Ops","T3","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","shock-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/shock-gauntlets.png"
"Reinforced Plate","block","","Building block / crafting material.","Field-Ops","T3","building material","Crafted/placed building material; stacks in inventory.","Building resource — stack 64.","—","Field-Ops Line (Tier 3)","ops-tier-3","reinforced-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/reinforced-plate.png"
"Structural Beam","structure","","Structure — load-bearing build piece.","Field-Ops","T3","buildable structure","Built from plates / beams via the build menu.","Costs metal + power to build.","—","Field-Ops Line (Tier 3)","ops-tier-3","structural-beam","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/structural-beam.png"
"Ventilation Unit","utility","","Air system — ventilation / filtration.","Field-Ops","T3","research recipe (T3)","Crafted at a Fabricator from components (T3 recipe).","—","—","Field-Ops Line (Tier 3)","ops-tier-3","ventilation-unit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/ventilation-unit.png"
"Mission Terminal","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T3","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 3)","ops-tier-3","mission-terminal","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/mission-terminal.png"
"Master Trophy","reward","","Reward — quest / achievement payout.","Field-Ops","T3","reward (not craftable)","Awarded for quests / achievements — not crafted.","—","—","Field-Ops Line (Tier 3)","ops-tier-3","master-trophy","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-3/master-trophy.png"
"Sonic Drill","tool","tool","Mining tool — faster ore harvest.","Field-Ops","T4","craftable recipe (T4)","Crafted at a Crafting Bench from refined alloy + components (T4 recipe).","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 4)","ops-tier-4","sonic-drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/sonic-drill.png"
"Pressure Gauge","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","pressure-gauge","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/pressure-gauge.png"
"Load Vest","wearable","chest","Wearable — capacity / protection buff.","Field-Ops","T4","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","load-vest","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/load-vest.png"
"Hammer Drill","tool","tool","Hammer — build & repair tool.","Field-Ops","T4","craftable recipe (T4)","Crafted at a Crafting Bench from refined alloy + components (T4 recipe).","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 4)","ops-tier-4","hammer-drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/hammer-drill.png"
"Emergency Beacon","beacon","","Beacon — marker / respawn point.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","emergency-beacon","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/emergency-beacon.png"
"Alloy Press","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","alloy-press","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/alloy-press.png"
"Module Bench","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","module-bench","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/module-bench.png"
"Crystal Refiner","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","crystal-refiner","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/crystal-refiner.png"
"Belt Junction","logistics","","Logistics — moves resources along rails / belts.","Field-Ops","T4","buildable logistics","Built from plates / beams via the build menu.","—","—","Field-Ops Line (Tier 4)","ops-tier-4","belt-junction","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/belt-junction.png"
"Diagnostic Station","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","diagnostic-station","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/diagnostic-station.png"
"Regen Pack","consumable","","Consumable — restores health.","Field-Ops","T4","craftable consumable","Crafted at a Med Station from medical components.","Single-use — consumed on use.","—","Field-Ops Line (Tier 4)","ops-tier-4","regen-pack","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/regen-pack.png"
"Auto-Injector","consumable","","Consumable — restores health.","Field-Ops","T4","craftable consumable","Crafted at a Med Station from medical components.","Single-use — consumed on use.","—","Field-Ops Line (Tier 4)","ops-tier-4","auto-injector","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/auto-injector.png"
"Stun Grenade","throwable","","Throwable — blinds / stuns enemies.","Field-Ops","T4","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","Single-use — consumed on use.","—","Field-Ops Line (Tier 4)","ops-tier-4","stun-grenade","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/stun-grenade.png"
"Remote Mine","trap","","Placed trap — detonates on trigger.","Field-Ops","T4","craftable ordnance","Ordnance — crafted at an Explosives Bench from a casing + charge.","—","—","Field-Ops Line (Tier 4)","ops-tier-4","remote-mine","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/remote-mine.png"
"Flare Cannon","weapon","weapon","Flare weapon — incendiary signal rounds.","Field-Ops","T4","craftable recipe (T4)","Crafted at a Crafting Bench from refined alloy + components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","flare-cannon","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/flare-cannon.png"
"Flight Pack","utility","feet","Movement buff — flight / hover.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","flight-pack","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/flight-pack.png"
"Chain Hook","utility","","Traversal — grapple / winch to reach heights.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","chain-hook","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/chain-hook.png"
"Spectrum Goggles","utility","head","Vision buff — enhanced detection / targeting.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","Mining safety / utility gear.","Field-Ops Line (Tier 4)","ops-tier-4","spectrum-goggles","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/spectrum-goggles.png"
"Echo Dampers","utility","","Dampening — cuts recoil / sound for stealth.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","echo-dampers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/echo-dampers.png"
"Plasma Gauntlets","wearable","hand","Hand wearable — handling / melee buff.","Field-Ops","T4","craftable recipe","Crafted at a Crafting Bench from refined alloy + components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","plasma-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/plasma-gauntlets.png"
"Carbon Plate","block","","Building block / crafting material.","Field-Ops","T4","building material","Crafted/placed building material; stacks in inventory.","Building resource — stack 64.","—","Field-Ops Line (Tier 4)","ops-tier-4","carbon-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/carbon-plate.png"
"I-Beam","structure","","Structure — load-bearing build piece.","Field-Ops","T4","buildable structure","Built from plates / beams via the build menu.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","i-beam","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/i-beam.png"
"Air Recycler","utility","","Air system — ventilation / filtration.","Field-Ops","T4","research recipe (T4)","Crafted at a Fabricator from components (T4 recipe).","—","—","Field-Ops Line (Tier 4)","ops-tier-4","air-recycler","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/air-recycler.png"
"Command Center","station","","Crafting station — unlocks & levels recipes.","Field-Ops","T4","crafting station","Built from metal plates + a power cell; unlocks/levels recipes.","Costs metal + power to build.","—","Field-Ops Line (Tier 4)","ops-tier-4","command-center","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/command-center.png"
"Legend Award","reward","","Reward — quest / achievement payout.","Field-Ops","T4","reward (not craftable)","Awarded for quests / achievements — not crafted.","—","—","Field-Ops Line (Tier 4)","ops-tier-4","legend-award","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-4/legend-award.png"
"Plasma Drill","tool","tool","Mining tool — faster ore harvest.","Field-Ops","T5","craftable recipe (T5)","Crafted at a Crafting Bench from refined alloy + components (T5 recipe).","—","Mining tool — boosts dig speed & ore yield.","Field-Ops Line (Tier 5)","ops-tier-5","plasma-drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-5/plasma-drill.png"
"Barometer","utility","","Survey readout — navigation / scan data.","Field-Ops","T5","research recipe (T5)","Crafted at a Fabricator from components (T5 recipe).","—","—","Field-Ops Line (Tier 5)","ops-tier-5","barometer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/ops-tier-5/barometer.png"
